监管文件编号,主题,文件名,发文字号,匹配源,决策,置信度,A强信号关键词,B销售代理关键词,C泛化关键词,X排除关键词,命中摘录,可用正文长度,全文状态
RFN-0ed3d27380b27e03,T2产品与精算制度,关于印发《变额年金保险管理暂行办法》的通知,保监发〔2011〕25号,nfra,INCLUDE,中,养老保险公司|寿险,,,,[meta]…关于印发《变额年金保险管理暂行办法》的通知 保监发〔2011〕25号。北京、上海、广东、深圳、厦门保监局，各寿险公司、养老保险公司:。为贯彻落实《国务院关于保险业改革发展的若干意见》（国发〔2006〕23号），促进产品创新…,604,已提取-可全文
RFN-0ee86948e7059ffb,T4公司治理与股权关联交易,保险公司控股股东管理办法,N/A,nfra,BOUNDARY,低,,,保险公司|偿付能力,,[title]…保险公司控股股东管理办法　  保监会令2012年第1号。《保险公司控股股东管理办法》已经2012年7月10日中国保险监…,7556,已提取-可全文
RFN-0f121d512d11454f,T10数据治理与信息披露,关于加强保险统计数据质量管理的通知（已失效）,保监发〔2005〕56号,nfra,BOUNDARY,低,,,保险公司|保险机构|保险资产管理|分支机构,,[meta]…关于加强保险统计数据质量管理的通知（已失效） 保监发〔2005〕56号。各保监局、各保险公司、各保险资产管理公司：。中国保险统计信息系统运行以来，各公司统计数据质量确有明显提高，但也暴露出许多问题，如业…,1584,已提取-可全文
RFN-0f42203bec02632a,T2产品与精算制度,中国银保监会办公厅关于加强产业链协同复工复产金融服务的通知,银保监办发[2020]28号,nfra,BOUNDARY,低,人身保险公司,,,银行业金融机构,[body]…、 纯信用等多种形式的保证保险业务， 进一步加大贸易信用保险的承保覆盖面， 拓宽企业融资的增信方式。 （十七）人身保险公司在风险可控的前提下可适度延长保单质押贷款期限， 提升贷款额度， 帮助客户缓解短期资金压力， 支持小微企业复工复…,4966,已提取-可全文
RFN-0f42c3fb4db5e6d2,T2产品与精算制度,关于印发投资连结保险万能保险精算规定的通知,保监寿险〔2007〕335号,nfra,INCLUDE,中,人身保险|健康保险|养老保险公司|寿险,,,,[meta]…关于印发投资连结保险万能保险精算规定的通知 保监寿险〔2007〕335号。各寿险公司、养老保险公司、健康保险公司：。为保护被保险人利益，规范投资连结保险、万能保险…,1236,已提取-可全文
RFN-0fa630786be84cf0,T10数据治理与信息披露,中国保监会关于印发《新增保险功能服务统计指标》的通知,保监发〔2016〕20号,nfra,BOUNDARY,低,人身保险,,,银行业,[body]…险：指以在出口过程中因进口商方面的商业风险或进口国方面的政治风险而遭受经济损失为保险标的的信用保险。 5.小额人身保险：指保险公司面向低收入群体提供的人身保险产品的总称。填报口径按照《关于印发〈全面推广小额人身保险方案〉的通知》…,2864,已提取-可全文
RFN-0fc9aeefcbbefd05,T7反洗钱与反恐怖融资,中国人民银行令〔2025〕第10号（中国人民银行关于修改和废止部分规章的决定）,中国人民银行令〔2025〕第10号,pbc,EXCLUDE,中,,,保险公司|保险资产管理|分支机构,保险经纪|信托公司|商业银行|基金管理公司|证券公司|金融资产,[body]…二条修改为：“在境内设立的下列机构，履行本办法规定的金融机构大额交易和可疑交易报告义务： “（一）政策性银行、商业银行、农村合作银行、农村信用合作社、村镇银行； “（二）证券公司、期货公司、证券投资基金管理公司； “（三）保险公…,9682,已提取-可全文
RFN-0fd2f7401e7f689e,T5资金运用与资产负债管理,关于重新修订《保险公司购买中央企业债券管理办法》的通知（已废止）,保监发〔2003〕9号,nfra,BOUNDARY,低,寿险,,,,[body]…第七条保险公司经批准开办的投资连结保险可以设立投资企业债券比例最高为该账户总资产 100%的投资账户， 万能寿险可以设立投资企业债券比例最高为该账户总资产 80%的投资账户。 投资账户的设立、 合并、 撤消、 变更应符合我…,2109,已提取-可全文
RFN-0fd9409edddf24bf,T7反洗钱与反恐怖融资,中国人民银行办公厅关于进一步加强反洗钱和反恐怖融资工作的通知（银办发〔2018〕130号）,N/A,pbc,EXCLUDE,—,,,,,,206,已提取-可全文
RFN-100c5013e9342ab0,T9风险处置与案件合规,关于重申严禁保险公司支付“无赔款退费”的通知（已废止）,保监发[1999]275号,nfra,BOUNDARY,低,,,保单|保险公司|保险机构,,[title]…关于重申严禁保险公司支付“无赔款退费”的通知（已废止） 保监发[1999]275号。     保监发[1999]275号 中国人民…,1188,已提取-可全文
RFN-1011cd4b926d9c63,T2产品与精算制度,关于进一步扩大农村小额人身保险试点的通知,保监发〔2009〕59号,nfra,INCLUDE,高,人身保险|健康保险|健康险公司|养老保险|养老险公司|寿险,,,,[title]…关于进一步扩大农村小额人身保险试点的通知 保监发〔2009〕59号。各寿险公司，各养老险公司，各健康险公司，各保监局:。农村小额人身保险试点…,2411,已提取-可全文
RFN-10b7297468c33eec,T5资金运用与资产负债管理,关于调整《保险资产管理公司管理暂行规定》有关规定的通知,保监发〔2011〕19号,nfra,BOUNDARY,低,,,保险公司|保险资产管理|偿付能力|分支机构,,[title]…关于调整《保险资产管理公司管理暂行规定》有关规定的通知 保监发〔2011〕19号。各保险集团（控股）公司、保险公司、保险资产管理公司…,1677,已提取-可全文
RFN-113e16a1bc5168f3,T9风险处置与案件合规,关于印发《关于保险业开展不正当交易行为自查自纠工作的实施意见》的通知（已失效）,保监发〔2006〕65号,nfra,BOUNDARY,低,人身保险,,,保险中介机构,[body]…抓落实的工作机制。对组织自查自纠敷衍了事、消极被动的，要追究有关领导的责任。保险公司、保监局和保监会财产保险、人身保险、保险中介、资金运用、财务会计、法规等部门，要采取有力措施，组织好相关领域的自查自纠工作。 （二）抓好政策指导…,6816,已提取-可全文
RFN-116a8c411faa8949,T10数据治理与信息披露,关于发布《保险行业机构代码编码规范》行业标准的通知,保监发〔2007〕128号,nfra,BOUNDARY,低,,,保险公司|保险资产管理,,[meta]…关于发布《保险行业机构代码编码规范》行业标准的通知 保监发〔2007〕128号。各保监局，保监会机关各部门，各保险公司、保险资产管理公司、保险专业中介机构，国有保险公司监事会，中国保险行业协会，中国保险学会，全国金融标准化技术委…,867,已提取-可全文
RFN-117aff297547d489,T5资金运用与资产负债管理,关于保险机构开展利率互换业务的通知,保监发〔2010〕56号,nfra,BOUNDARY,低,,,保险公司|保险机构|保险资产管理,,[title]…关于保险机构开展利率互换业务的通知 保监发〔2010〕56号。各保险集团（控股）公司、保险公司、保险资产管理公司：。为规范…,1720,已提取-可全文
RFN-11aa95929d436a6c,T7反洗钱与反恐怖融资,关于印发《保险业反洗钱工作管理办法》的通知,保监发〔2011〕52号,nfra,EXCLUDE,中,,保险兼业代理|保险销售从业人员,保单|保险公司|保险资产管理|保险销售|分支机构,保险经纪公司,[body]…条 本办法适用于保险公司、保险资产管理公司及其分支机构，保险专业代理公司、保险经纪公司及其分支机构，金融机构类保险兼业代理机构。 第二章保险监管职责 第四条 中国保监会组织、协调、指导保险业反洗钱工作，依法履行下列反洗钱职责： （一…,9422,已提取-可全文
RFN-11debc850c92d549,T5资金运用与资产负债管理,中国银保监会关于将澳门纳入保险资金境外可投资地区的通知,银保监发[2019]48号,nfra,BOUNDARY,低,,,保险公司|保险机构|保险资产管理|保险资金,,[title]…中国银保监会关于将澳门纳入保险资金境外可投资地区的通知 中国银保监会关于中国银保监会关于将澳门纳入保险资金境外可投资地区的通知银保监发〔2019…,978,已提取-可全文
RFN-121d6863d027e70f,T2产品与精算制度,关于《人身保险公司保险条款和保险费率管理办法》若干问题的通知,保监发〔2012〕2号,nfra,INCLUDE,高,人寿保险|人身保险|人身保险公司|健康保险,,,,[title]…关于《人身保险公司保险条款和保险费率管理办法》若干问题的通知 保监发〔2012〕2号。各人身保险公司、各保监局：。为了规范人身保…,3545,已提取-可全文
RFN-122a9682820821f9,T5资金运用与资产负债管理,中国银保监会关于印发保险资金委托投资管理办法的通知,银保监规[2022]9号,nfra,EXCLUDE,中,,,保险公司|保险资产管理|保险资金|偿付能力,商业银行,[body]…受托开展不动产金融产品投资的， 应当具备债权投资计划产品管理能力。 第七条 保险公司应当聘请符合银保监会规定的商业银行等专业机构担任委托投资资产的托管人。 托管人应当按规定忠实履行托管职责， 妥善保管托管财产， 有效监督投资行为…,7234,已提取-可全文
RFN-1268fe11f930a793,T8机构准入与组织监管,中国银保监会办公厅关于印发非银行金融机构行政许可事项申请材料目录及格式要求的通知,银保监办发[2021]83号,nfra,EXCLUDE,中,,,,金融资产,[meta]…将与之相配套的行政许可事项申请材料目录及格式要求（以下简称目录）印发给你们，并就有关事项通知如下：各银保监局、金融资产管理公司：《中国银保监会非银行金融机构行政许可事项实施办法》(中国银行保险监督管理委员会令2020年第6号，以…,1600,已提取-可全文
RFN-1269f65c0d907a31,T10数据治理与信息披露,保险公司信息披露管理办法,中国银行保险监督管理委员会令2018年第2号,nfra,BOUNDARY,低,人身保险|人身保险公司,,,再保险公司|财产保险公司,[body]…设置情况。第十一条 保险公司披露的产品基本信息应当包括下列内容：（一）审批或者备案的保险产品目录、条款；（二）人身保险新型产品说明书；（三）中国银行保险监督管理委员会规定的其他产品基本信息。第十二条 保险公司披露的上一年度财务会…,10504,已提取-可全文
RFN-127e28adb342a8cb,T1销售行为与消费者保护,关于规范人身保险经营行为有关问题的通知（已废止）,保监发[2000]133号,nfra,INCLUDE,高,人身保险|寿险,,,,[title]…关于规范人身保险经营行为有关问题的通知（已废止） 保监发[2000]133号。各寿险公司，中国平安保险股份有限公司、中国太平洋…,6483,已提取-可全文
